#{"t_start": 1775311724.411631, "env_id": "None"}
r,l,t
38.606994,5,90.797217
50.245,5,90.810803
47.461429,6,91.548813
41.975833,6,91.563069
35.006667,6,91.576697
51.6525,6,91.590539
32.613333,6,91.605246
44.874167,6,91.62203
46.51532,9,91.642463
39.406259,8,91.661463
27.425,7,91.677095
44.77125,9,91.696867
35.353929,4,91.706611
39.02,6,91.720899
49.8425,6,91.738427
49.51375,6,91.752196
43.21875,5,91.764706
51.34,6,91.778983
35.416,5,91.790984
44.821071,6,91.8047
50.503333,6,91.818588
50.838333,8,91.838161
49.8425,6,91.850981
28.52,9,91.871138
43.350357,6,91.884766
46.982321,8,91.902882
18.27,6,91.917366
28.058065,5,91.931248
49.99,5,91.943638
51.531667,5,91.955427
44.1,5,91.968336
52.662679,7,91.985075
46.904214,7,92.001113
51.319429,8,92.019673
43.8325,6,92.035374
49.065,7,92.051067
53.586607,4,92.060343
38.604722,6,92.075423
48.519746,8,92.09398
38.658571,6,92.108341
56.221786,5,92.120215
49.66,6,92.136711
46.46375,6,92.150426
52.08125,6,92.164097
24.276667,4,92.174328
45.159107,8,92.192686
25.08375,7,92.208438
31.001556,7,92.226282
49.719821,8,92.246224
50.335,6,92.260179
32.056667,5,92.272603
41.718839,5,92.28445
14.668452,5,92.296107
54.681607,10,92.319048
35.13,7,92.335941
43.4825,5,92.349662
41.5225,5,92.361707
33.885,7,92.379089
32.68,4,92.388781
45.28,7,92.404595
47.139821,7,92.420641
51.438333,8,92.438832
40.88,9,92.461035
32.68,4,92.47059
51.174167,5,92.483048
51.12,6,92.496964
30.153333,5,92.508168
43.073929,7,92.524566
32.439286,8,92.542722
39.55875,5,92.556422
29.813214,4,92.56597
49.838667,6,92.581068
46.105658,8,92.59978
34.4925,6,92.61353
44.071607,9,92.634073
37.986161,5,92.645365
53.150714,7,92.663294
49.1825,8,92.683708
44.44,6,92.697761
37.65125,6,92.71166
49.491739,8,92.730847
43.21875,5,92.742634
45.61,6,92.75875
46.265833,8,92.777091
43.101429,7,92.79442
44.172964,7,92.810372
51.423393,8,92.829392
48.788214,6,92.8443
44.080893,9,92.866326
50.277929,10,92.888492
48.156786,9,92.909119
46.465833,7,92.92536
29.813214,4,92.935565
44.97875,8,92.954127
47.6775,5,92.968796
15.094,11,92.995318
51.498333,6,93.009456
50.018667,6,93.023438
50.332589,4,93.033327
46.1465,10,93.055803
40.64125,8,93.076743
34.292679,7,93.094033
30.171071,4,93.104025
34.983333,5,93.115471
46.788333,6,93.129929
50.245,5,93.142694
54.332321,7,93.15996
44.949911,5,93.173794
51.828333,5,93.185601
31.361071,5,93.198747
29.555536,9,93.220823
38.163214,5,93.235532
50.216071,10,93.260231
41.9625,6,93.277188
43.21875,5,93.290835
45.624732,7,93.308008
44.340607,7,93.324571
48.264833,7,93.341453
40.811607,7,93.357707
-25.817321,8,93.379073
33.665,6,93.394393
49.16125,6,93.409235
56.743036,7,93.425533
47.00125,5,93.43754
47.222857,7,93.454242
36.562222,6,93.471458
47.675141,7,93.487448
50.145833,6,93.502187
49.685,8,93.52124
38.56875,8,93.53999
46.64625,7,93.557057
37.656161,6,93.573448
48.788214,6,93.587488
42.538214,7,93.604768
29.74,7,93.621849
39.740714,5,93.633458
53.586607,4,93.643225
30.408036,4,93.653013
48.990571,6,93.66702
46.131667,5,93.681393
26.868839,4,93.69047
50.220982,5,93.70329
34.608778,8,93.721833
49.420357,6,93.736303
52.608214,12,93.764593
56.805536,7,93.783251
39.740714,5,93.79486
47.312321,7,93.812789
40.008,4,93.822132
34.844167,7,93.838027
29.16,8,93.856858
44.790643,9,93.881492
41.23,5,93.893862
51.498333,6,93.909664
51.48125,9,93.931372
42.298333,6,93.946355
52.402887,4,93.956467
50.085833,8,93.975607
29.0725,8,93.997203
53.586607,4,94.008155
49.205,6,94.022784
47.12625,5,94.785945
40.8925,7,94.804633
47.186607,8,94.824915
37.254,9,94.846058
43.72,6,94.860354
45.639464,9,94.881871
46.556607,11,94.908769
32.056667,5,94.921393
47.646429,7,94.937443
56.221786,5,94.949722
37.605,7,94.966916
50.165179,4,94.977163
42.52,6,94.991418
44.488731,8,95.013601
53.461786,7,95.031171
47.30994,7,95.047588
46.117321,6,95.061586
41.374167,6,95.076597
52.402887,4,95.086504
46.538036,7,95.104184
34.51,8,95.125994
41.688571,11,95.152637
49.479615,9,95.175038
30.115,8,95.194067
54.404107,8,95.216117
45.69625,6,95.232371
53.150714,7,95.251484
42.085833,5,95.263695
39.525,8,95.283406
37.440667,5,95.295059
23.283214,6,95.309948
28.156111,6,95.326706
43.061429,6,95.341371
31.304667,5,95.353146
49.0575,5,95.364361
35.746,4,95.373847
50.409167,8,95.393349
47.98375,6,95.407326
8.336667,5,95.421507
42.624167,6,95.436897
45.597321,9,95.458866
43.032778,6,95.473843
53.478036,10,95.498806
48.39875,7,95.515359
43.415,5,95.530569
45.143333,7,95.673049
42.49875,9,95.694379
53.1975,7,95.710629
53.801429,8,95.731616
47.786607,8,95.753736
53.150714,7,95.7713
49.099554,5,95.784488
55.40375,7,95.800684
53.538036,8,95.819101
28.512589,4,95.83063
38.4355,8,95.850679
17.463333,8,95.870352
45.060643,10,95.895894
44.904167,5,95.90862
46.477857,8,95.92741
27.867679,5,95.942105
50.889167,6,95.956312
50.145833,6,95.97037
40.728889,6,95.984668
44.93,7,96.0026
40.75,5,96.015692
37.507321,8,96.03871
32.258095,5,96.052396
50.949821,7,96.069602
31.907,8,96.089455
24.1,6,96.103938
48.955143,9,96.124404
50.503333,6,96.141804
42.923304,7,96.158124
27.09,7,96.174312
39.853214,4,96.184219
41.1725,6,96.198407
38.29875,7,96.215254
43.860714,9,96.237341
51.2665,8,96.259474
49.36625,6,96.273259
44.498917,4,96.28368
44.561429,12,96.312276
54.296071,9,96.333047
55.544643,9,96.356632
21.120714,11,96.382106
51.069167,6,96.397014
49.395,6,96.417582
28.512589,4,96.427853
43.960714,10,96.454204
27.822,9,96.474675
35.856667,7,96.49088
27.520625,4,96.501109
51.2665,8,96.519222
51.45,5,96.531133
16.096667,4,96.540872
44.1,5,96.555118
36.67,5,96.566718
47.3325,6,96.581991
49.668393,8,96.601602
44.086667,5,96.613306
32.01,5,96.625299
35.43,7,96.647647
46.862143,6,96.671628
45.28,7,96.694095
42.55875,7,96.71859
39.397321,6,96.735792
38.921071,9,96.762784
41.78,8,96.781972
50.165179,4,96.791783
22.388375,4,96.802002
44.074667,6,96.818141
50.5,4,96.828086
38.784722,6,96.843015
30.28125,12,96.873396
45.611339,6,96.887753
43.69375,7,96.904797
46.46125,5,96.91761
49.156429,8,96.936018
56.68125,9,96.957136
27.98,6,96.972942
44.9575,7,96.987875
49.455,5,96.999781
40.941111,9,97.021983
37.611944,7,97.038393
40.424167,5,97.05055
42.88875,6,97.067125
44.833214,7,97.083956
40.185,6,97.099466
48.444833,7,97.116501
39.678,5,97.128736
53.150714,7,97.145615
54.872857,8,97.167016
50.276071,8,97.186677
50.216071,10,97.210888
36.283333,5,97.223763
46.675,7,97.243066
40.910982,4,97.25369
43.062679,7,97.274033
38.66875,7,97.291527
51.5965,7,97.308861
35.4825,9,97.331669
46.79625,6,97.345836
50.599321,9,97.367428
42.792667,4,97.380372
42.213464,10,97.404091
47.6775,5,97.416346
38.341667,7,97.432939
45.115804,5,97.444847
46.150833,9,97.466146
43.21,5,97.480656
15.766667,5,98.220805
47.131429,7,98.240326
52.801786,9,98.263644
46.813,8,98.282918
47.523988,5,98.296787
54.734107,7,98.311799
42.6875,7,98.32677
23.53,5,98.338896
37.835,10,98.360831
38.93375,8,98.379733
45.041071,7,98.398479
49.770556,6,98.411491
50.145833,6,98.425694
52.353214,7,98.444451
49.526667,6,98.458901
43.21875,5,98.471693
51.112946,5,98.484005
48.177,6,98.500827
38.903571,6,98.513702
42.285179,7,98.529087
45.047351,4,98.539572
30.64,12,98.565173
42.253333,5,98.576241
50.335,6,98.590029
40.816161,4,98.601539
29.808839,6,98.614668
12.823571,10,98.63639
47.38625,6,98.651088
50.908333,5,98.662732
45.218929,8,98.680852
47.781964,7,98.698065
45.0475,7,98.716321
47.12625,5,98.729375
38.056667,7,98.746541
56.221786,5,98.759011
45.235179,5,98.771401
39.26375,7,98.787943
47.12625,5,98.800327
43.685,6,98.816309
49.355,9,98.835382
46.13125,6,98.849801
54.265714,8,98.866755
35.585536,5,98.877545
31.157857,8,98.89646
33.24,10,98.922366
56.016071,9,98.943036
42.367321,6,98.958369
48.611944,8,98.977181
29.832143,9,98.9987
46.868036,6,99.015141
50.245,5,99.026735
48.005833,6,99.04074
31.133333,5,99.05349
23.520714,8,99.071749
46.104732,5,99.083363
41.82,5,99.094928
42.01225,6,99.113029
49.420357,6,99.127669
33.962679,8,99.146812
29.12,6,99.162493
51.52875,7,99.179845
46.538036,7,99.196858
50.843929,6,99.215736
25.5075,8,99.238083
55.671607,7,99.259325
32.35,5,99.272677
37.13,4,99.283389
50.245,5,99.29556
35.491429,10,99.322805
46.975833,6,99.337977
39.397321,6,99.354722
31.415,8,99.375696
54.533214,7,99.39331
50.046833,6,99.408635
47.12625,5,99.423627
47.771964,9,99.445609
47.0025,7,99.463356
21.32,6,99.477741
48.519929,10,99.50138
39.853214,4,99.511648
43.195833,7,99.531553
43.543036,8,99.549997
54.332321,7,99.568206
46.6189,9,99.589001
26.716667,5,99.60115
41.085536,6,99.616086
45.2875,6,99.632876
42.336667,5,99.644901
43.4825,5,99.657259
43.454107,8,99.67914
43.242333,8,99.69976
44.1,5,99.713553
44.95,8,99.736745
50.739167,7,99.755284
51.828333,5,99.76964
39.59375,6,99.785061
50.475833,5,99.797481
45.534732,8,99.818213
43.3,7,99.838092
26.293056,10,99.862524
53.150714,7,99.879814
35.265301,8,99.898568
51.409464,8,99.917789
51.69125,8,99.939303
51.828333,5,99.951072
46.284732,5,99.962768
55.8725,7,99.979958
52.402887,4,99.989314
46.616607,9,100.010004
42.273333,4,100.020003
-0.243667,8,100.040852
13.216667,5,100.052676
51.828333,5,100.064814
49.655179,5,100.078007
46.117321,6,100.0922
47.960714,10,100.115818
32.49625,8,100.135423
44.953214,9,100.15874
41.12,5,100.170941
42.81375,6,100.186722
50.165179,4,100.19637
40.185,6,100.210468
57.006429,7,100.227655
29.653571,5,100.2426
40.103571,6,100.258186
53.260893,7,100.276055
47.47625,7,100.292774
49.115,10,100.31677
39.59375,6,100.331755
48.788214,6,100.348922
36.8,5,100.361033
40.89375,7,100.37834
48.8925,7,100.394739
40.315,5,100.406494
41.45,5,100.418236
52.402887,4,100.428387
43.395,6,100.44298
53.150714,7,100.461306
52.490714,9,100.482792
47.77,6,100.496912
53.586607,4,100.50683
43.21875,5,100.518625
28.156667,8,100.537361
42.285179,7,100.556034
44.425,10,100.581077
38.349571,4,100.59076
37.185333,6,100.604924
52.402887,4,100.614345
47.038143,6,100.628353
29.761111,7,100.644658
39.59375,6,100.661185
32.821071,7,100.677282
47.00125,5,100.689882
32.386667,4,100.699392
50.475833,5,100.710987
46.131667,5,100.723133
39.77375,6,100.737316
50.535,6,100.75112
24.068393,5,101.498568
41.69875,6,101.512245
45.28,7,101.528328
26.466548,6,101.542697
39.773571,7,101.559206
46.179464,8,101.580533
33.285804,4,101.589993
50.245,5,101.602502
25.056667,5,101.614588
48.684167,7,101.63012
37.075556,6,101.644469
55.202857,7,101.660928
49.109929,8,101.682884
40.02,6,101.697149
39.223333,7,101.714887
39.159554,5,101.726385
48.990571,6,101.740647
42.88875,6,101.755421
46.186128,10,101.779122
50.640833,5,101.793593
54.069286,8,101.813157
30.42,6,101.827333
48.383393,10,101.849936
54.023214,8,101.868618
45.099893,5,101.880231
56.023036,11,101.90958
49.119821,8,101.928688
51.703143,8,101.946788
29.573571,8,101.965451
29.058929,7,101.980714
52.402887,4,101.993105
51.45,5,102.004875
38.903571,6,102.019544
52.408929,9,102.03986
45.5395,6,102.053764
51.828333,5,102.065786
42.413393,7,102.081925
44.439911,6,102.098962
16.096667,4,102.109452
44.568889,8,102.128887
48.928571,9,102.150626
52.072887,5,102.162899
40.5125,9,102.184109
40.910982,4,102.19705
51.45,5,102.209841
55.868036,7,102.226892
39.673333,6,102.240921
49.36625,6,102.256723
43.4825,5,102.268909
47.00125,5,102.280567
45.1705,7,102.299679
48.988571,7,102.317298
49.51375,6,102.332143
16.260625,6,102.346369
47.50375,7,102.362601
48.788214,6,102.377193
48.290357,6,102.391494
44.015,5,102.405997
46.483,9,102.427533
41.45,4,102.436795
54.002321,8,102.455723
53.215,6,102.470511
56.235179,5,102.482633
43.9075,6,102.496946
43.577167,6,102.514247
44.671464,6,102.529483
51.828333,5,102.541558
45.620714,8,102.560337
46.104732,5,102.572946
43.395,6,102.586779
39.44375,7,102.602927
36.683333,5,102.617824
32.35,5,102.630662
51.3975,6,102.645283
40.103571,6,102.659361
32.932,5,102.671514
43.768036,8,102.689745
51.828333,5,102.701704
44.778143,9,102.726477
46.868036,6,102.740344
33.002222,8,102.75943
27.867679,5,102.772102
40.69,7,102.788579
42.313679,8,102.807199
50.843929,6,102.825366
27.75,5,102.837135
51.498333,6,102.850812
51.12,6,102.864852
50.44,6,102.879022
41.45,5,102.890821
43.989821,8,102.909105
50.417481,8,102.932059
42.555,8,102.949843
33.591071,6,102.963675
51.195,6,102.977492
41.63875,6,102.991122
42.93063,9,103.011643
49.688667,7,103.031872
41.78,4,103.041381
50.165179,4,103.050795
48.730893,8,103.069614
53.696071,9,103.09014
46.343393,6,103.104664
49.93625,4,103.114586
41.45,4,103.126913
56.083036,9,103.149272
50.165179,4,103.158916
31.783929,5,103.171298
22.132143,5,103.18428
52.402887,4,103.194134
41.878946,4,103.204031
28.124375,6,103.218025
31.783929,5,103.233995
25.319911,6,103.248333
36.186667,6,103.26549
49.194167,6,103.279842
45.044107,6,103.294131
49.36625,6,103.308262
53.150714,7,103.32465
49.735,6,103.34404
48.843333,5,103.35579
43.4225,7,103.372092
50.165179,4,103.382028
52.201393,6,103.396425
52.353214,7,103.41238
33.811339,5,103.424065
51.844286,8,103.446253
34.8625,5,103.457849
41.244125,5,103.47002
46.866667,5,103.481695
56.235179,5,103.49364
51.828333,5,103.505329
36.516667,5,103.51667
53.002679,9,103.541228
49.001944,5,103.552653
40.29,8,103.571353
41.4175,5,103.582525
42.0,5,103.594403
51.442946,4,103.604074
47.00125,5,103.615946
42.88875,6,103.629743
44.595607,8,103.651657
50.476964,8,103.670452
40.910982,4,103.679682
53.942321,10,103.702638
51.828333,5,103.713933
51.3425,8,103.732515
50.503333,6,103.749498
56.235179,5,103.760858
52.878857,7,103.77987
29.653571,5,103.792053
43.21875,5,103.804654
38.64,8,103.823908
30.802857,4,103.833627
54.222143,7,103.852324
47.0725,6,103.86693
42.30625,8,103.886216
36.981111,9,103.90809
50.619821,8,103.926572
51.828333,5,103.938203
56.235179,5,103.953411
30.501071,3,103.960605
43.21875,5,103.972683
48.290833,9,103.993308
40.522321,9,104.75244
39.74,6,104.769828
43.06125,6,104.784726
45.989333,6,104.799213
38.686944,9,104.820545
50.475833,5,104.832191
39.067321,7,104.8481
39.892321,10,104.874606
42.152143,8,104.893988
48.603607,8,104.912453
37.451111,6,104.926927
50.5,4,104.936092
42.213393,7,104.95229
42.025536,8,104.97293
47.692143,8,104.99097
39.067321,7,105.007245
50.276964,6,105.021646
46.536667,6,105.035353
46.34125,7,105.0511
50.036667,5,105.062382
50.808333,7,105.082092
46.70994,7,105.098609
46.104732,5,105.110501
51.5965,7,105.12797
41.205893,9,105.149119
43.21875,5,105.161299
51.45,5,105.173792
50.165179,4,105.187184
47.00125,5,105.199592
50.475833,5,105.212074
49.4025,6,105.22763
41.878946,4,105.237534
38.750714,8,105.257025
54.026071,8,105.27846
41.213036,8,105.3012
56.346071,8,105.319577
37.13,4,105.330085
50.806964,7,105.346798
47.552857,6,105.360579
33.183333,4,105.370386
36.483304,5,105.382624
41.401964,8,105.405895
48.735,8,105.425123
36.186667,6,105.439785
50.276964,6,105.453838
54.614643,10,105.477539
36.590556,8,105.49992
40.61,6,105.514014
51.442946,4,105.523552
47.3275,8,105.543502
50.05225,9,105.564371
53.586607,4,105.573916
56.676071,7,105.590508
22.576667,7,105.610028
47.461429,6,105.624334
40.836333,6,105.639392
45.61,6,105.653785
51.828333,5,105.665901
53.586607,4,105.675643
49.8425,6,105.690463
50.475833,5,105.705622
31.483333,5,105.717326
46.99375,8,105.736496
45.174964,7,105.753698
42.22,6,105.767964
38.689167,7,105.785455
51.828333,5,105.797598
46.67125,6,105.814584
41.968056,6,105.828763
48.990571,6,105.843728
50.606071,7,105.859753
45.954732,6,105.873825
43.681833,5,105.886085
46.723214,6,105.900254
39.397321,6,105.917526
50.802321,8,105.936728
40.910982,4,105.946932
53.150714,7,105.962861
45.607321,8,105.981678
40.8425,7,105.998237
42.743393,6,106.016004
42.367321,6,106.030028
50.345,6,106.044919
37.075556,6,106.05875
49.60625,9,106.079466
53.892143,8,106.098929
38.448482,7,106.117988
47.00125,5,106.129789
37.451111,6,106.14463
51.828333,5,106.156531
41.67,6,106.170495
40.6,6,106.184745
52.820714,8,106.203528
49.779821,6,106.221167
29.1,5,106.232991
43.21875,5,106.24524
29.653571,5,106.257122
43.4825,5,106.270533
32.68,4,106.280678
35.340179,8,106.299807
38.912946,5,106.311625
49.45375,8,106.333788
39.033333,5,106.346035
49.915,6,106.35971
41.374167,6,106.373393
42.0,5,106.385446
42.405446,5,106.398076
50.89,5,106.419092
51.828333,5,106.430991
50.5,4,106.440399
54.408214,7,106.456954
34.15,5,106.468502
40.094167,6,106.483137
47.642321,6,106.4977
50.165179,4,106.507919
36.483304,5,106.522842
50.145833,6,106.536937
41.578056,9,106.557749
50.889167,6,106.573229
27.22,5,106.585463
29.323571,6,106.599884
43.21875,5,106.611835
41.498889,8,106.635792
30.913333,5,106.652936
45.054167,6,106.670465
48.0875,6,106.692175
47.00125,5,106.708362
53.586607,4,106.722233
39.39875,5,106.739914
47.80625,6,106.75561
47.080536,8,106.774737
39.861786,8,106.794058
49.1375,9,106.816756
49.449821,7,106.835813
55.40375,7,106.853435
39.523214,5,106.865563
24.42,6,106.879565
51.5965,7,106.89586
44.015,5,106.908406
46.229464,10,106.933093
48.990571,6,106.947212
51.828333,5,106.960053
38.526429,6,106.974089
43.21875,5,106.985663
47.692143,11,107.011495
35.58,7,107.028721
36.613333,4,107.040459
49.5125,7,107.057248
49.153571,8,107.076332
53.256607,5,107.088104
44.745714,8,107.108105
39.397321,6,107.122141
21.396667,7,107.140543
40.79,6,107.153503
50.276071,8,107.17363
27.14875,8,107.192671
46.40125,7,107.210194
49.0675,6,107.224434
29.203333,6,107.241045
39.067321,7,107.256681
39.853214,4,107.266606
54.332321,7,107.284762
45.746071,9,108.037333
38.455,6,108.051865
50.245,5,108.065676
32.35,5,108.077919
52.820714,8,108.098683
47.12625,5,108.110838
43.1525,6,108.125381
53.715607,7,108.142012
40.456333,7,108.160813
48.224107,6,108.174891
50.289821,9,108.196377
40.27,7,108.213008
50.245,5,108.224779
51.828333,5,108.237005
54.356071,7,108.254327
43.685,6,108.27095
51.498333,6,108.288318
33.426071,9,108.309929
41.429196,5,108.322038
51.563571,7,108.338943
48.05875,7,108.355821
51.828333,5,108.370063
41.69875,6,108.385255
45.339167,5,108.397406
53.586607,4,108.407217
52.402887,4,108.416814
31.483333,5,108.429146
51.5965,7,108.446925
20.233333,5,108.459754
47.853988,4,108.472777
50.165179,4,108.483364
46.6275,7,108.501076
23.976667,3,108.508639
45.118036,8,108.527907
53.586607,4,108.538364
50.245,5,108.550726
51.2665,8,108.573071
53.461786,7,108.590025
51.2665,8,108.608675
36.085119,4,108.618297
49.830982,8,108.637725
47.801667,7,108.654627
53.256607,5,108.666881
41.705,6,108.682009
56.221786,5,108.693408
45.808214,8,108.712265
43.512964,9,108.732986
38.455,6,108.747274
44.62,6,108.761107
31.303333,5,108.77599
45.142286,8,108.794649
28.177768,4,108.803932
50.606071,7,108.819238
39.835607,9,108.840224
55.671607,7,108.856606
29.12,6,108.871365
56.221786,5,108.885581
47.3145,5,108.898329
54.332321,7,108.915568
54.519179,7,108.931673
50.165179,4,108.941419
49.4025,6,108.955622
48.800833,8,108.974586
41.401964,8,108.995388
39.853214,4,109.004135
43.21,5,109.015484
50.5,4,109.025238
43.21875,5,109.036957
46.131667,5,109.049371
47.853988,4,109.059211
44.857321,8,109.07795
29.966667,5,109.09268
41.7575,7,109.110272
54.13625,8,109.129105
56.346071,8,109.148259
55.40375,7,109.165428
54.944643,9,109.188964
51.318333,6,109.204682
39.080714,7,109.221525
43.065,7,109.238158
52.820714,8,109.257178
32.516667,5,109.268991
43.447679,9,109.295516
39.77375,6,109.311359
50.07,7,109.328348
54.222143,7,109.345174
50.838333,8,109.363727
51.828333,5,109.375447
47.143,7,109.394172
33.05,5,109.406959
50.146964,9,109.427371
51.531667,5,109.439405
38.455,6,109.454284
52.820714,8,109.473045
39.11375,8,109.492035
40.755536,7,109.512007
46.538036,7,109.529017
39.77375,6,109.543486
40.42,6,109.558244
39.270893,11,109.583976
45.961786,5,109.596657
53.256607,5,109.610921
39.067321,7,109.627568
51.828333,5,109.639716
43.351833,6,109.653978
42.158889,6,109.668118
49.065,7,109.684834
31.69,7,109.704102
38.143571,8,109.723705
53.260893,7,109.740103
47.00125,5,109.752057
29.653571,5,109.764751
53.892143,8,109.784028
50.908333,5,109.796091
47.12625,5,109.811885
40.580982,5,109.823956
43.756667,6,109.838331
47.587143,8,109.85736
51.649429,7,109.873935
26.922113,4,109.88354
45.955,6,109.898022
42.253333,5,109.911712
41.923333,6,109.925262
41.923333,6,109.939067
46.7775,6,109.952712
51.649429,7,109.969103
47.21625,5,109.981205
40.156944,8,109.999675
54.332321,7,110.019194
51.498333,6,110.033481
51.45,5,110.04564
49.16125,6,110.059704
55.341607,8,110.078784
53.256607,5,110.090935
50.03,6,110.105554
48.990571,6,110.122427
36.553333,6,110.135859
47.2925,8,110.153977
50.949821,7,110.170993
45.7525,7,110.187906
49.8425,6,110.201972
50.475833,5,110.213869
47.58,6,110.230935
46.866667,5,110.243559
47.853988,4,110.253383
51.498333,6,110.268908
51.828333,5,110.283217
46.301339,5,110.295816
33.724444,8,110.314608
40.910982,4,110.326629
41.044167,7,110.342753
51.319429,8,110.361339
36.786667,6,110.376625
42.238214,7,110.393879
47.305833,5,110.40575
51.828333,5,110.41723
49.43875,6,110.433702
49.2225,6,110.447583
50.276071,8,110.465878
39.067321,7,110.482853
47.853988,4,110.4927
42.88875,6,110.507658
41.267321,7,110.52705
44.62,6,110.541904
43.415,5,110.55381
50.345,6,111.312212
50.606071,7,111.328531
51.828333,5,111.340736
54.332321,7,111.359882
48.990714,7,111.376409
50.36375,7,111.393537
40.6,6,111.407782
41.374167,6,111.421625
51.423214,5,111.43386
26.893333,7,111.452682
26.868839,4,111.46317
37.654,5,111.474887
50.475833,5,111.486977
50.165179,4,111.49708
42.878333,5,111.508595
36.59,7,111.524743
50.606071,7,111.541537
51.828333,5,111.555965
54.46625,7,111.572066
51.45,5,111.584355
51.828333,5,111.596322
53.332679,8,111.61599
44.776964,6,111.630112
50.185,7,111.64649
46.648143,9,111.670087
46.104732,5,111.681767
41.69875,6,111.695799
28.958611,8,111.714928
42.792667,4,111.724254
37.84125,7,111.740098
47.174167,5,111.863653
50.89,5,111.875993
51.828333,5,111.887938
51.828333,5,111.900029
50.606071,7,111.916932
53.586607,4,111.926817
33.062222,6,111.940557
32.516667,5,111.952045
38.903571,6,111.968612
53.586607,4,111.978097
50.746964,9,111.999137
31.067222,8,112.018744
47.00125,5,112.030732
47.03994,6,112.044711
47.8075,6,112.058693
50.89,5,112.073364
47.00125,5,112.085334
49.014167,6,112.099683
35.353929,4,112.110139
41.23,5,112.122411
47.9875,6,112.136239
49.090357,7,112.152136
46.79625,6,112.166497
39.067321,7,112.186682
49.585,7,112.203637
46.283393,8,112.224034
42.548333,6,112.238807
51.318333,6,112.252882
55.341607,8,112.274705
50.640833,5,112.288026
45.864833,10,112.313125
50.619821,8,112.332186
37.0825,5,112.343505
47.00125,5,112.354901
26.868839,4,112.364697
53.595714,7,112.383892
43.685,6,112.398618
34.8625,5,112.411058
51.828333,5,112.423661
52.402887,4,112.433298
47.147768,5,112.444904
49.36625,6,112.458589
50.5,4,112.469124
44.949911,5,112.484156
33.087778,7,112.500643
55.671607,7,112.517755
53.150714,7,112.534449
47.853988,4,112.544499
54.679036,7,112.560506
55.07375,8,112.582393
55.611607,9,112.603113
49.675,8,112.622534
41.638056,7,112.638525
55.671607,7,112.654596
40.603214,9,112.676096
51.878393,7,112.695201
53.006667,6,112.709591
49.001944,5,112.722427
45.28,7,112.739008
53.586607,4,112.748478
51.069167,6,112.76267
40.999167,6,112.777089
44.508143,8,112.798306
50.145833,6,112.814885
51.031393,9,112.837074
49.33125,6,112.850894
52.490714,9,112.871747
50.513929,7,112.888067
50.69375,6,112.905226
20.014643,8,112.924669
51.644167,6,112.939069
36.683333,5,112.951375
38.280833,6,112.965241
40.92625,8,112.983146
46.868036,6,112.999444
46.868036,6,113.013107
54.203214,8,113.032122
52.402887,4,113.042021
40.534722,8,113.060487
56.300214,7,113.077201
41.82,5,113.088772
47.729286,7,113.108086
40.9,6,113.122054
52.02125,7,113.138911
56.032143,8,113.157097
41.4275,8,113.175895
44.838143,7,113.192978
56.235179,5,113.20819
43.21875,5,113.219938
51.828333,5,113.23366
41.34,7,113.250568
40.68625,8,113.269234
51.904286,6,113.283957
42.253333,5,113.298545
53.6075,10,113.325767
47.00125,5,113.338656
25.75,7,113.355113
51.2665,8,113.373073
-33.826667,8,113.392506
42.02875,5,113.40451
40.910982,4,113.416738
50.606071,7,113.43426
50.165179,4,113.444165
47.00125,5,113.456962
49.194167,6,113.470998
54.332321,7,113.488058
56.235179,5,113.499697
43.079786,10,113.525759
45.314167,6,113.541256
41.49,6,113.555442
49.343214,10,113.578057
54.981821,7,113.594695
56.743036,7,113.61112
50.475833,5,113.625563
48.346607,6,113.64041
43.4825,5,113.652138
51.768333,7,113.668678
34.325,8,113.687829
49.194167,6,113.703552
42.88875,6,113.72068
25.901399,4,113.730256
51.498333,6,113.744976
53.502143,11,113.77061
42.0,5,113.782739
46.343393,6,113.799164
47.36994,5,113.813051
49.001944,5,113.830331
53.150714,7,113.848582
50.5,4,113.858319
50.5,4,113.868895
50.640833,5,113.881063
43.21875,5,113.894387
41.085536,6,113.909356
41.906667,7,113.928407
50.165179,4,114.690568
50.245,5,114.702831
53.586607,4,114.71244
48.174167,8,114.731086
43.21875,5,114.745812
44.524732,5,114.757775
45.028333,5,114.770329
48.346607,6,114.784518
46.67125,6,114.798171
47.846607,6,114.812219
39.73,9,114.834838
50.806964,7,114.854073
50.606071,7,114.871971
45.040179,9,114.893786
50.5,4,114.904113
13.546667,4,114.914352
50.475833,5,114.926795
30.1775,7,114.942671
32.181429,7,114.960892
42.221167,8,114.979528
43.21875,5,114.992257
53.696071,9,115.014254
31.634667,4,115.02411
43.21875,5,115.036253
50.475833,5,115.048254
49.194167,6,115.064942
48.415833,6,115.079632
50.606071,7,115.097018
40.396944,6,115.111365
44.62,6,115.125983
50.045,6,115.140228
41.471111,8,115.162535
43.52725,8,115.182803
52.926607,6,115.196983
54.533214,7,115.213585
47.143,7,115.229863
52.820714,8,115.248571
47.305833,5,115.263515
43.21875,5,115.275859
45.004821,6,115.290101
46.67125,6,115.306352
50.010357,9,115.327366
54.162143,9,115.34899
49.36625,6,115.366367
53.586607,4,115.377065
53.3475,6,115.391597
51.45,5,115.403155
51.828333,5,115.415733
41.7575,7,115.432117
51.498333,6,115.446363
48.4075,8,115.468329
51.649429,7,115.485355
47.00125,5,115.49784
50.843929,6,115.511783
45.48,5,115.523315
