time/fps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,train/learning_rate,train/n_updates,train/loss,eval/mean_reward,eval/mean_ep_length
508,46,1400,0.13252684,19.65,23674,0.05,0.0005,5793,2.8635945320129395,,
508,46,1404,0.6163592700000001,19.65,23754,0.05,0.0005,5813,1.9894115924835205,,
508,46,1408,0.87137262,19.6,23829,0.05,0.0005,5832,4.190184593200684,,
508,47,1412,0.81462656,19.51,23900,0.05,0.0005,5849,2.2217965126037598,,
508,47,1416,0.42269512,19.51,23980,0.05,0.0005,5869,2.1299283504486084,,
508,47,1420,0.5568591599999999,19.51,24060,0.05,0.0005,5889,1.9972379207611084,,
507,47,1424,0.4363245799999999,19.51,24140,0.05,0.0005,5909,2.393345832824707,,
507,47,1428,-0.02665956999999997,19.51,24220,0.05,0.0005,5929,1.5698260068893433,,
507,47,1432,-0.6884727400000001,19.51,24300,0.05,0.0005,5949,1.417478322982788,,
507,48,1436,-0.6087791699999999,19.69,24380,0.05,0.0005,5969,2.131049156188965,,
507,48,1440,-0.8590798099999998,19.69,24460,0.05,0.0005,5989,1.7678529024124146,,
507,48,1444,-0.8089050999999999,19.69,24540,0.05,0.0005,6009,1.6403241157531738,,
507,48,1448,-0.85400702,19.6,24611,0.05,0.0005,6027,1.799473762512207,,
506,48,1452,-0.20639791999999968,19.58,24689,0.05,0.0005,6047,2.2222094535827637,,
506,48,1456,-0.21301886999999972,19.42,24753,0.05,0.0005,6063,2.7148120403289795,,
506,48,1460,-0.21929916999999996,19.33,24824,0.05,0.0005,6080,4.4363789558410645,,
506,49,1464,0.08544993999999985,19.19,24890,0.05,0.0005,6097,1.6505465507507324,,
506,49,1468,0.1582469899999998,19.19,24970,0.05,0.0005,6117,2.047290086746216,,
,,,,,25000,0.05,0.0005,6124,2.6858415603637695,-3.4373334,20.0
503,49,1472,-0.42420683000000003,19.19,25050,0.05,0.0005,6137,3.4777746200561523,,
503,49,1476,0.048879989999999866,19.1,25121,0.05,0.0005,6155,3.326420783996582,,
503,50,1480,-0.15317208999999996,19.1,25201,0.05,0.0005,6175,1.680023193359375,,
503,50,1484,0.22623630000000045,19.11,25273,0.05,0.0005,6193,1.244147539138794,,
503,50,1488,0.46461297000000046,19.02,25344,0.05,0.0005,6210,2.0849547386169434,,
503,50,1492,-0.021951849999999773,19.02,25424,0.05,0.0005,6230,1.6770906448364258,,
503,50,1496,-0.4198653400000001,19.1,25504,0.05,0.0005,6250,1.5179370641708374,,
503,50,1500,-0.4294218899999997,18.97,25571,0.05,0.0005,6267,2.1940481662750244,,
503,50,1504,-0.9635764399999996,18.95,25649,0.05,0.0005,6287,2.111297369003296,,
503,51,1508,-0.42543893999999993,18.94,25723,0.05,0.0005,6305,2.423389434814453,,
503,51,1512,0.10763855999999987,19.0,25800,0.05,0.0005,6324,2.2719273567199707,,
503,51,1516,0.6130802699999999,19.0,25880,0.05,0.0005,6344,1.4571502208709717,,
503,51,1520,1.08572587,18.85,25945,0.05,0.0005,6361,1.608567476272583,,
503,51,1524,1.5567012299999998,18.46,25986,0.05,0.0005,6371,2.2570712566375732,,
503,51,1528,0.8550126599999999,18.46,26066,0.05,0.0005,6391,1.4021958112716675,,
503,51,1532,1.4893258299999999,18.32,26132,0.05,0.0005,6407,2.222141742706299,,
503,52,1536,1.9741548199999999,18.31,26211,0.05,0.0005,6427,3.0257136821746826,,
503,52,1540,2.4404129,18.22,26282,0.05,0.0005,6445,1.6784374713897705,,
503,52,1544,1.8679067300000005,18.22,26362,0.05,0.0005,6465,2.7944788932800293,,
503,52,1548,2.0198991900000007,18.22,26433,0.05,0.0005,6483,1.9037716388702393,,
502,52,1552,1.3271655700000002,18.14,26503,0.05,0.0005,6500,2.5636234283447266,,
502,52,1556,1.2015978900000004,18.19,26572,0.05,0.0005,6517,1.0110514163970947,,
502,52,1560,1.46059485,18.13,26637,0.05,0.0005,6534,1.8470432758331299,,
502,53,1564,1.0000675599999995,18.12,26702,0.05,0.0005,6550,2.2356386184692383,,
502,53,1568,0.6301826299999989,18.12,26782,0.05,0.0005,6570,2.2733139991760254,,
502,53,1572,1.3863054399999992,18.06,26856,0.05,0.0005,6588,2.0680699348449707,,
502,53,1576,0.9883672500000005,18.08,26929,0.05,0.0005,6607,1.9030389785766602,,
502,53,1580,1.62141326,17.89,26990,0.05,0.0005,6622,2.402719497680664,,
502,53,1584,1.85653916,17.89,27062,0.05,0.0005,6640,2.0820789337158203,,
502,54,1588,2.2635966,17.93,27137,0.05,0.0005,6659,1.9544670581817627,,
502,54,1592,1.80004963,17.84,27208,0.05,0.0005,6676,1.8422284126281738,,
502,54,1596,1.38694627,17.84,27288,0.05,0.0005,6696,2.8106589317321777,,
502,54,1600,1.0038094299999998,17.97,27368,0.05,0.0005,6716,2.3635449409484863,,
502,54,1604,1.0933136499999998,17.99,27448,0.05,0.0005,6736,1.067520022392273,,
502,54,1608,0.45218722000000006,18.05,27528,0.05,0.0005,6756,1.5531480312347412,,
502,54,1612,-0.9498728200000001,18.08,27608,0.05,0.0005,6776,1.6608954668045044,,
502,55,1616,-0.4735191900000003,17.8,27660,0.05,0.0005,6789,0.9314544200897217,,
501,55,1620,-0.6600557300000003,17.83,27728,0.05,0.0005,6806,2.731800079345703,,
501,55,1624,-0.6809616900000001,18.15,27801,0.05,0.0005,6825,0.9695667624473572,,
501,55,1628,0.93554246,18.11,27877,0.05,0.0005,6844,1.4210822582244873,,
501,55,1632,0.32195876999999967,18.25,27957,0.05,0.0005,6864,1.2167953252792358,,
501,55,1636,0.3910104999999998,17.97,28008,0.05,0.0005,6876,1.3088417053222656,,
501,55,1640,0.8365631299999998,17.61,28043,0.05,0.0005,6885,1.2862393856048584,,
501,56,1644,0.92411311,17.61,28123,0.05,0.0005,6905,1.471041202545166,,
501,56,1648,0.6848858899999999,17.7,28203,0.05,0.0005,6925,1.714441180229187,,
501,56,1652,0.9596742499999996,17.63,28266,0.05,0.0005,6941,2.318589687347412,,
501,56,1656,0.9439103799999995,17.59,28331,0.05,0.0005,6957,2.384821891784668,,
501,56,1660,0.5015337099999999,17.74,28411,0.05,0.0005,6977,2.0329835414886475,,
501,56,1664,0.9494134100000001,17.74,28476,0.05,0.0005,6993,2.8786468505859375,,
501,56,1668,1.37520506,17.66,28548,0.05,0.0005,7011,1.1712347269058228,,
501,57,1672,1.1522014399999998,17.58,28614,0.05,0.0005,7028,2.568588972091675,,
501,57,1676,1.52578448,17.43,28672,0.05,0.0005,7042,1.0550283193588257,,
501,57,1680,0.7908776099999997,17.62,28752,0.05,0.0005,7062,2.062098503112793,,
500,57,1684,0.5439299799999997,17.7,28832,0.05,0.0005,7082,2.094142198562622,,
500,57,1688,-0.12001584000000037,17.61,28898,0.05,0.0005,7099,1.7068020105361938,,
500,57,1692,0.8093246799999999,17.42,28950,0.05,0.0005,7112,2.5186009407043457,,
500,57,1696,1.9678031000000002,17.14,29002,0.05,0.0005,7125,2.6372811794281006,,
500,58,1700,2.1710149400000005,16.78,29046,0.05,0.0005,7136,1.3476060628890991,,
500,58,1704,2.4744263500000003,16.65,29113,0.05,0.0005,7153,2.2203307151794434,,
500,58,1708,2.5049311100000002,16.5,29178,0.05,0.0005,7169,1.0292494297027588,,
500,58,1712,2.81087199,16.35,29243,0.05,0.0005,7185,1.0687100887298584,,
500,58,1716,1.9450133100000002,16.63,29323,0.05,0.0005,7205,1.178417682647705,,
500,58,1720,1.54445092,16.75,29403,0.05,0.0005,7225,1.4926960468292236,,
500,58,1724,1.5208413299999994,16.82,29483,0.05,0.0005,7245,1.6857185363769531,,
499,59,1728,0.7329865599999998,16.86,29563,0.05,0.0005,7265,1.85164475440979,,
499,59,1732,0.8396840099999997,16.86,29643,0.05,0.0005,7285,1.6883472204208374,,
499,59,1736,0.18187150999999957,17.15,29723,0.05,0.0005,7305,2.043004274368286,,
499,59,1740,-0.8320451600000007,17.6,29803,0.05,0.0005,7325,3.552706718444824,,
499,59,1744,-0.1614206300000002,17.6,29883,0.05,0.0005,7345,2.866262912750244,,
499,59,1748,0.1838984899999998,17.6,29963,0.05,0.0005,7365,2.0461392402648926,,
,,,,,30000,0.05,0.0005,7374,1.988403081893921,-2.2662332000000007,20.0
497,60,1752,0.2521346499999996,17.77,30043,0.05,0.0005,7385,2.7861483097076416,,
497,60,1756,0.2538185699999999,17.92,30123,0.05,0.0005,7405,1.752825140953064,,
497,60,1760,0.5068983999999996,17.92,30203,0.05,0.0005,7425,2.0720291137695312,,
497,60,1764,0.5059992399999999,18.04,30280,0.05,0.0005,7444,1.9338680505752563,,
497,61,1768,0.05683340999999976,18.12,30360,0.05,0.0005,7464,2.45664381980896,,
497,61,1772,-0.47829266000000004,18.26,30440,0.05,0.0005,7484,1.0185496807098389,,
497,61,1776,-0.92026157,18.48,30520,0.05,0.0005,7504,1.7406388521194458,,
496,61,1780,-0.05588011999999981,18.48,30600,0.05,0.0005,7524,1.6021831035614014,,
496,61,1784,-0.3189453299999998,18.48,30680,0.05,0.0005,7544,1.7497942447662354,,
496,61,1788,-0.040520049999999905,18.62,30760,0.05,0.0005,7564,2.126486301422119,,
496,62,1792,-0.05840812999999991,18.84,30834,0.05,0.0005,7583,1.4688938856124878,,
496,62,1796,-0.25696847999999994,19.12,30914,0.05,0.0005,7603,1.8711023330688477,,
496,62,1800,-0.1958434800000001,19.48,30994,0.05,0.0005,7623,1.7147667407989502,,
496,62,1804,0.7148845599999999,19.39,31052,0.05,0.0005,7637,1.5788524150848389,,
496,62,1808,1.1131678999999997,19.39,31117,0.05,0.0005,7654,1.1100817918777466,,
496,62,1812,1.6365028999999993,19.35,31178,0.05,0.0005,7669,2.1492528915405273,,
496,62,1816,2.1089428999999997,19.35,31258,0.05,0.0005,7689,3.1253585815429688,,
496,63,1820,3.34708219,19.06,31309,0.05,0.0005,7702,2.6779656410217285,,
496,63,1824,3.64474005,18.91,31374,0.05,0.0005,7718,1.363616943359375,,
496,63,1828,3.7773370699999997,18.76,31439,0.05,0.0005,7734,1.0644075870513916,,
496,63,1832,4.12108194,18.62,31505,0.05,0.0005,7751,1.2216490507125854,,
496,63,1836,4.6480361,18.41,31564,0.05,0.0005,7765,1.64174222946167,,
496,63,1840,5.210370269999999,18.31,31634,0.05,0.0005,7783,1.6366316080093384,,
496,63,1844,5.59428527,18.01,31684,0.05,0.0005,7795,0.9592905044555664,,
496,63,1848,4.97315039,17.89,31752,0.05,0.0005,7812,2.3414855003356934,,
496,64,1852,5.04730164,17.84,31827,0.05,0.0005,7831,2.026862144470215,,
496,64,1856,6.05185546,17.58,31881,0.05,0.0005,7845,1.3402185440063477,,
496,64,1860,6.56173629,17.45,31948,0.05,0.0005,7861,1.565034031867981,,
496,64,1864,5.59783137,17.48,32028,0.05,0.0005,7881,1.6086903810501099,,
496,64,1868,5.600191899999999,17.48,32108,0.05,0.0005,7901,1.4254329204559326,,
496,64,1872,5.987192600000001,17.48,32188,0.05,0.0005,7921,1.922250509262085,,
496,65,1876,5.67914204,17.48,32268,0.05,0.0005,7941,1.569892406463623,,
496,65,1880,5.19856121,17.48,32348,0.05,0.0005,7961,1.9077529907226562,,
496,65,1884,4.988039270000001,17.48,32428,0.05,0.0005,7981,2.3219082355499268,,
495,65,1888,4.820869270000001,17.48,32508,0.05,0.0005,8001,2.1199727058410645,,
495,65,1892,4.813645279999999,17.54,32588,0.05,0.0005,8021,1.3713172674179077,,
495,65,1896,5.03079664,17.51,32665,0.05,0.0005,8041,1.8846237659454346,,
495,66,1900,5.68239818,17.43,32737,0.05,0.0005,8059,3.012603282928467,,
495,66,1904,4.72008317,17.65,32817,0.05,0.0005,8079,1.2118111848831177,,
495,66,1908,4.35701638,17.8,32897,0.05,0.0005,8099,1.5522105693817139,,
495,66,1912,4.56574388,17.99,32977,0.05,0.0005,8119,2.056518077850342,,
495,66,1916,3.7188764300000003,17.99,33057,0.05,0.0005,8139,2.062675952911377,,
495,66,1920,2.8335929200000005,18.28,33137,0.05,0.0005,8159,1.2352923154830933,,
495,67,1924,2.0811016900000006,18.43,33217,0.05,0.0005,8179,1.7437241077423096,,
495,67,1928,2.75920092,18.58,33297,0.05,0.0005,8199,1.4290627241134644,,
495,67,1932,3.244259700000001,18.72,33377,0.05,0.0005,8219,1.473207712173462,,
494,67,1936,2.8935272000000003,18.93,33457,0.05,0.0005,8239,1.9061517715454102,,
494,67,1940,2.4377487300000005,19.03,33537,0.05,0.0005,8259,2.298588275909424,,
494,67,1944,1.5432023600000002,19.18,33602,0.05,0.0005,8275,2.2162976264953613,,
494,68,1948,1.8527703800000006,19.3,33682,0.05,0.0005,8295,1.1529417037963867,,
494,68,1952,1.8789081,19.35,33762,0.05,0.0005,8315,1.0629874467849731,,
494,68,1956,1.2332056,19.61,33842,0.05,0.0005,8335,0.9618990421295166,,
494,68,1960,1.5956573900000002,19.53,33901,0.05,0.0005,8350,2.447929859161377,,
494,68,1964,2.12017346,19.53,33981,0.05,0.0005,8370,2.05755615234375,,
494,68,1968,2.77177145,19.47,34055,0.05,0.0005,8388,1.9937186241149902,,
494,68,1972,3.5973581100000005,19.18,34106,0.05,0.0005,8401,0.7520605325698853,,
494,69,1976,3.76090104,19.03,34171,0.05,0.0005,8417,1.425826907157898,,
494,69,1980,3.1001793700000007,19.03,34251,0.05,0.0005,8437,1.8059288263320923,,
494,69,1984,2.7255146400000005,19.03,34331,0.05,0.0005,8457,1.8184921741485596,,
494,69,1988,4.01691047,18.88,34396,0.05,0.0005,8473,2.595552444458008,,
494,69,1992,4.46405745,18.59,34447,0.05,0.0005,8486,0.8956831693649292,,
494,69,1996,4.256105670000001,18.51,34516,0.05,0.0005,8503,1.5215965509414673,,
493,69,2000,4.639172470000001,18.36,34573,0.05,0.0005,8518,1.551819086074829,,
493,70,2004,4.735477749999999,18.36,34653,0.05,0.0005,8538,1.0870959758758545,,
493,70,2008,5.33438721,18.08,34705,0.05,0.0005,8551,1.2649242877960205,,
493,70,2012,5.43988304,17.99,34776,0.05,0.0005,8568,2.245439291000366,,
493,70,2016,6.196430989999999,17.98,34855,0.05,0.0005,8588,1.9385826587677002,,
493,70,2020,6.095419329999999,17.83,34920,0.05,0.0005,8604,1.10830819606781,,
,,,,,35000,0.05,0.0005,8624,2.043914794921875,6.964133500000001,16.7
491,71,2024,6.236650229999999,17.83,35000,0.05,,,,,
491,71,2028,5.982897309999999,17.83,35080,0.05,0.0005,8644,1.3274682760238647,,
491,71,2032,5.348896850000001,17.83,35160,0.05,0.0005,8664,1.7907434701919556,,
491,71,2036,5.259680389999999,17.83,35240,0.05,0.0005,8684,1.7574522495269775,,
491,71,2040,6.595999689999998,17.54,35291,0.05,0.0005,8697,1.9448270797729492,,
491,71,2044,7.54030031,17.58,35360,0.05,0.0005,8714,1.3162446022033691,,
491,72,2048,8.360272179999999,17.39,35421,0.05,0.0005,8730,0.9611419439315796,,
491,72,2052,9.01200065,17.17,35479,0.05,0.0005,8744,1.4293107986450195,,
491,72,2056,9.33749507,17.06,35548,0.05,0.0005,8761,1.2108367681503296,,
491,72,2060,8.85852096,17.04,35605,0.05,0.0005,8776,1.48732328414917,,
491,72,2064,9.55608906,16.95,35676,0.05,0.0005,8793,1.5258920192718506,,
491,72,2068,9.732863710000002,17.01,35756,0.05,0.0005,8813,1.3812063932418823,,
491,72,2072,9.33848741,17.3,35836,0.05,0.0005,8833,1.607470989227295,,
491,73,2076,9.35191472,17.45,35916,0.05,0.0005,8853,2.1050076484680176,,
491,73,2080,10.37592473,17.43,35994,0.05,0.0005,8873,0.8379148840904236,,
491,73,2084,12.354477939999999,17.28,36059,0.05,0.0005,8889,0.8672540187835693,,
491,73,2088,11.312624370000002,17.43,36139,0.05,0.0005,8909,1.418593406677246,,
491,73,2092,10.997763490000002,17.72,36219,0.05,0.0005,8929,0.9370481371879578,,
490,73,2096,10.787325990000001,17.83,36299,0.05,0.0005,8949,1.8705796003341675,,
490,74,2100,10.20846648,17.85,36358,0.05,0.0005,8964,1.64675772190094,,
490,74,2104,9.63475132,17.85,36438,0.05,0.0005,8984,1.0480690002441406,,
490,74,2108,9.15720611,18.13,36518,0.05,0.0005,9004,1.780877947807312,,
490,74,2112,9.22118704,18.08,36584,0.05,0.0005,9020,1.6671388149261475,,
490,74,2116,10.019552249999998,18.07,36662,0.05,0.0005,9040,0.8979107141494751,,
490,74,2120,10.910519319999999,17.85,36705,0.05,0.0005,9051,1.916914939880371,,
490,74,2124,11.916739600000001,17.67,36767,0.05,0.0005,9066,2.136139392852783,,
490,75,2128,11.905216399999999,17.57,36837,0.05,0.0005,9084,1.80377995967865,,
490,75,2132,12.628995680000003,17.46,36906,0.05,0.0005,9101,2.13278865814209,,
490,75,2136,13.65208548,17.38,36978,0.05,0.0005,9119,1.5943474769592285,,
490,75,2140,12.958478340000001,17.54,37045,0.05,0.0005,9136,1.7533020973205566,,
490,75,2144,13.481428910000002,17.49,37109,0.05,0.0005,9152,1.1010831594467163,,
490,75,2148,13.527824310000002,17.58,37179,0.05,0.0005,9169,0.9937105178833008,,
490,75,2152,13.23571261,17.64,37243,0.05,0.0005,9185,0.775123655796051,,
490,76,2156,13.918832950000002,17.6,37308,0.05,0.0005,9201,1.2917943000793457,,
490,76,2160,13.90608652,17.74,37379,0.05,0.0005,9219,1.7985271215438843,,
490,76,2164,13.483161460000002,17.64,37440,0.05,0.0005,9234,2.004274368286133,,
490,76,2168,12.940627240000001,17.64,37520,0.05,0.0005,9254,1.3895323276519775,,
490,76,2172,13.296298690000004,17.49,37585,0.05,0.0005,9271,2.431900978088379,,
490,76,2176,13.272217020000001,17.49,37665,0.05,0.0005,9291,0.8275142908096313,,
490,76,2180,13.460195109999999,17.47,37741,0.05,0.0005,9310,1.1692084074020386,,
490,77,2184,13.525386410000001,17.18,37777,0.05,0.0005,9319,1.2862215042114258,,
490,77,2188,13.427022120000002,17.18,37857,0.05,0.0005,9339,1.4573442935943604,,
490,77,2192,14.639949540000002,16.63,37882,0.05,0.0005,9345,1.6055848598480225,,
490,77,2196,15.398161220000002,16.28,37927,0.05,0.0005,9356,1.4356615543365479,,
490,77,2200,15.123977539999998,16.32,37990,0.05,0.0005,9372,1.2889701128005981,,
490,77,2204,16.30622712,16.08,38046,0.05,0.0005,9386,2.046035051345825,,
490,77,2208,15.933846499999998,16.0,38118,0.05,0.0005,9404,1.7452460527420044,,
490,77,2212,16.204624399999997,15.87,38171,0.05,0.0005,9417,1.4266794919967651,,
490,78,2216,15.808421020000003,15.74,38236,0.05,0.0005,9433,1.4288408756256104,,
490,78,2220,14.884415489999997,16.11,38316,0.05,0.0005,9453,2.436337947845459,,
490,78,2224,14.266890899999998,16.27,38394,0.05,0.0005,9473,1.3372074365615845,,
490,78,2228,14.537165899999998,16.23,38460,0.05,0.0005,9489,1.4437559843063354,,
490,78,2232,14.41288098,16.23,38529,0.05,0.0005,9507,1.236107349395752,,
490,78,2236,14.40232771,16.18,38596,0.05,0.0005,9523,1.5573058128356934,,
489,78,2240,14.08418289,16.23,38668,0.05,0.0005,9541,1.279930830001831,,
489,79,2244,13.685254020000002,16.34,38743,0.05,0.0005,9560,0.7729641199111938,,
489,79,2248,12.84849409,16.31,38810,0.05,0.0005,9577,1.8097765445709229,,
489,79,2252,12.797092399999999,16.45,38888,0.05,0.0005,9596,1.3004860877990723,,
489,79,2256,12.04243554,16.56,38964,0.05,0.0005,9615,1.1105420589447021,,
489,79,2260,11.51469287,16.63,39042,0.05,0.0005,9635,2.1801116466522217,,
489,79,2264,11.97023424,16.62,39102,0.05,0.0005,9650,1.1804676055908203,,
489,79,2268,12.37904029,16.57,39177,0.05,0.0005,9669,1.6784038543701172,,
489,80,2272,11.69633681,16.72,39257,0.05,0.0005,9689,1.7139030694961548,,
489,80,2276,12.455653479999999,16.62,39327,0.05,0.0005,9706,1.9142048358917236,,
489,80,2280,12.184152880000001,16.66,39407,0.05,0.0005,9726,1.3810787200927734,,
489,80,2284,11.552370439999999,17.1,39487,0.05,0.0005,9746,0.9748713374137878,,
489,80,2288,11.57051747,16.86,39543,0.05,0.0005,9760,1.6999009847640991,,
489,80,2292,10.57356152,17.39,39621,0.05,0.0005,9780,1.9748069047927856,,
489,81,2296,9.407727560000001,17.6,39687,0.05,0.0005,9796,2.371776819229126,,
489,81,2300,9.39052575,17.69,39759,0.05,0.0005,9814,0.9079074859619141,,
489,81,2304,9.087252839999998,17.91,39837,0.05,0.0005,9834,3.2841362953186035,,
489,81,2308,9.66349933,17.88,39906,0.05,0.0005,9851,1.5481171607971191,,
489,81,2312,9.308970500000001,18.15,39986,0.05,0.0005,9871,1.12537682056427,,
,,,,,40000,0.05,0.0005,9874,2.1883673667907715,-1.1046858000000004,20.0
487,82,2316,9.239206260000001,18.15,40051,0.05,0.0005,9887,2.033193588256836,,
487,82,2320,9.31908323,18.0,40116,0.05,0.0005,9903,2.274205207824707,,
487,82,2324,9.649464180000003,17.95,40189,0.05,0.0005,9922,1.8215014934539795,,
487,82,2328,9.51775446,17.83,40243,0.05,0.0005,9935,1.648883581161499,,
487,82,2332,9.92075803,17.72,40301,0.05,0.0005,9950,1.1569912433624268,,
487,82,2336,9.5502988,17.56,40352,0.05,0.0005,9962,1.91897714138031,,
487,82,2340,9.740026810000002,17.18,40386,0.05,0.0005,9971,2.552483081817627,,
487,82,2344,10.10731011,16.86,40429,0.05,0.0005,9982,1.1584527492523193,,
487,82,2348,10.512082719999999,16.85,40495,0.05,0.0005,9998,1.5527756214141846,,
487,83,2352,10.194880719999997,16.68,40556,0.05,0.0005,10013,2.593208074569702,,
487,83,2356,10.015600079999999,16.67,40631,0.05,0.0005,10032,1.333309531211853,,
487,83,2360,10.262576979999999,16.69,40711,0.05,0.0005,10052,1.7021733522415161,,
487,83,2364,9.9947279,16.89,40791,0.05,0.0005,10072,1.2628564834594727,,
487,83,2368,10.32086938,16.9,40867,0.05,0.0005,10091,1.4832711219787598,,
487,83,2372,11.32394748,16.69,40926,0.05,0.0005,10106,1.2803668975830078,,
487,84,2376,10.500983799999998,16.73,41000,0.05,0.0005,10124,2.170710802078247,,
487,84,2380,11.076934270000002,16.71,41078,0.05,0.0005,10144,1.6354384422302246,,
487,84,2384,11.02238302,16.68,41155,0.05,0.0005,10163,1.650470495223999,,
487,84,2388,11.073538790000002,16.79,41222,0.05,0.0005,10180,1.5777795314788818,,
487,84,2392,10.468440270000004,16.81,41302,0.05,0.0005,10200,1.4276213645935059,,
487,84,2396,11.034220710000001,16.95,41382,0.05,0.0005,10220,1.024890661239624,,
487,84,2400,11.464844040000001,16.86,41445,0.05,0.0005,10236,2.230051040649414,,
487,85,2404,11.27217263,16.88,41525,0.05,0.0005,10256,1.2385962009429932,,
487,85,2408,11.321564299999999,16.9,41596,0.05,0.0005,10273,1.5337785482406616,,
487,85,2412,11.094234299999998,16.76,41662,0.05,0.0005,10290,2.0446200370788574,,
487,85,2416,10.775765310000002,16.74,41725,0.05,0.0005,10306,2.1820785999298096,,
487,85,2420,11.049878769999996,16.81,41797,0.05,0.0005,10324,1.9736220836639404,,
487,85,2424,10.214976759999999,16.88,41877,0.05,0.0005,10344,1.3611109256744385,,
487,86,2428,10.216591880000001,17.14,41957,0.05,0.0005,10364,0.933523416519165,,
487,86,2432,10.22029367,17.29,42030,0.05,0.0005,10382,1.0930345058441162,,
487,86,2436,10.548061369999997,17.47,42099,0.05,0.0005,10399,1.413872480392456,,
487,86,2440,9.85810111,17.93,42179,0.05,0.0005,10419,1.5759881734848022,,
487,86,2444,9.56032019,18.23,42252,0.05,0.0005,10437,1.51750648021698,,
487,86,2448,9.05938398,18.37,42332,0.05,0.0005,10457,2.2685112953186035,,
487,86,2452,9.457867319999998,18.56,42412,0.05,0.0005,10477,1.5831115245819092,,
487,87,2456,9.703953989999997,18.61,42492,0.05,0.0005,10497,1.415799617767334,,
487,87,2460,10.062110269999998,18.56,42567,0.05,0.0005,10516,1.3729013204574585,,
487,87,2464,10.36590693,18.56,42647,0.05,0.0005,10536,1.7877167463302612,,
487,87,2468,10.147715279999998,18.6,42727,0.05,0.0005,10556,1.7370259761810303,,
487,87,2472,9.602768849999997,18.77,42803,0.05,0.0005,10575,1.4765279293060303,,
487,87,2476,10.128649199999998,18.74,42874,0.05,0.0005,10593,1.220361590385437,,
487,88,2480,9.551717159999999,18.67,42945,0.05,0.0005,10611,1.340808629989624,,
487,88,2484,9.55029906,18.7,43025,0.05,0.0005,10631,1.522895336151123,,
487,88,2488,10.21637425,18.83,43105,0.05,0.0005,10651,1.7279245853424072,,
486,88,2492,11.088738720000002,18.79,43181,0.05,0.0005,10670,1.5968881845474243,,
486,88,2496,10.621198899999998,18.79,43261,0.05,0.0005,10690,1.9499478340148926,,
486,88,2500,10.524008899999998,18.82,43327,0.05,0.0005,10706,0.9790851473808289,,
486,89,2504,10.833571979999999,18.67,43392,0.05,0.0005,10722,1.4495054483413696,,
486,89,2508,10.644389310000001,18.59,43455,0.05,0.0005,10738,2.770134925842285,,
486,89,2512,11.027640150000002,18.56,43518,0.05,0.0005,10754,1.6555612087249756,,
486,89,2516,11.639455930000002,18.42,43567,0.05,0.0005,10766,1.6742135286331177,,
486,89,2520,12.033508419999999,18.33,43630,0.05,0.0005,10782,2.1954076290130615,,
486,89,2524,13.27790598,18.24,43701,0.05,0.0005,10800,1.781480073928833,,
486,89,2528,13.37342577,18.24,43781,0.05,0.0005,10820,1.588477611541748,,
486,90,2532,12.8762166,18.27,43857,0.05,0.0005,10839,1.4759902954101562,,
486,90,2536,11.907357820000001,18.38,43937,0.05,0.0005,10859,2.098522663116455,,
486,90,2540,12.070824170000002,18.33,44012,0.05,0.0005,10877,0.7784496545791626,,
486,90,2544,11.94905691,18.24,44076,0.05,0.0005,10893,3.028214931488037,,
486,90,2548,12.96451396,18.04,44136,0.05,0.0005,10908,1.6086604595184326,,
486,90,2552,13.01449639,17.98,44210,0.05,0.0005,10927,1.5723457336425781,,
486,91,2556,13.303162350000003,17.85,44277,0.05,0.0005,10944,2.098423957824707,,
486,91,2560,13.179206149999997,17.75,44342,0.05,0.0005,10960,1.9844383001327515,,
486,91,2564,13.479130589999997,17.51,44398,0.05,0.0005,10974,1.5946412086486816,,
486,91,2568,12.46841781,17.51,44478,0.05,0.0005,10994,0.7314517498016357,,
486,91,2572,12.337634479999997,17.55,44558,0.05,0.0005,11014,1.281499981880188,,
486,91,2576,12.824503519999999,17.41,44615,0.05,0.0005,11028,1.8093130588531494,,
486,91,2580,13.412758009999997,17.09,44654,0.05,0.0005,11038,1.7797393798828125,,
486,91,2584,13.69736195,17.01,44726,0.05,0.0005,11056,1.01979398727417,,
486,92,2588,13.433410989999997,17.0,44805,0.05,0.0005,11076,2.1608994007110596,,
486,92,2592,12.662373860000002,17.04,44885,0.05,0.0005,11096,1.5701191425323486,,
486,92,2596,14.017712530000004,16.57,44918,0.05,0.0005,11104,1.9317080974578857,,
486,92,2600,13.637643360000002,16.71,44998,0.05,0.0005,11124,1.3001517057418823,,
,,,,,45000,0.05,,,,3.6484666000000003,19.0
484,92,2604,13.80484849,16.69,45061,0.05,0.0005,11140,1.710953712463379,,
484,93,2608,13.989553659999999,16.78,45133,0.05,0.0005,11158,1.7754709720611572,,
484,93,2612,13.942367359999999,16.79,45197,0.05,0.0005,11174,1.5661627054214478,,
484,93,2616,13.20852321,16.94,45261,0.05,0.0005,11190,1.3219236135482788,,
484,93,2620,12.796488919999996,17.11,45341,0.05,0.0005,11210,0.7394968271255493,,
484,93,2624,12.199510519999999,17.2,45421,0.05,0.0005,11230,1.8209424018859863,,
484,93,2628,12.61237354,17.04,45485,0.05,0.0005,11246,1.274665117263794,,
